record_id,language,language_column,row_id,statement,category,quadrant,codex_political_lean,controversy_score_1_5,one_sentence_opinion,model_name,run_timestamp,status,error_message
Farsi|22,Farsi,Farsi,22,?????????? ???????????? ???? ???????? ???? ?????????? ???????? ???? ???????????? ??????.,Criminal justice,Lib-Right,Lib-Left,3,???? ???????? ???????????? ?????????? ???????????? ?????€??????????? ?????????? ?????????????€????? ?? ?????????????? ?????????? ????????.,gpt-5.4-mini,2026-04-22T03:28:36.127008+00:00,success,
Amharic|22,Amharic,Amharic,22,?????????????????? ????????€?????? ??????????????? ????????? ????????? ???????????? ???????????? ????????? ???????????? ?????????,Criminal justice,Lib-Right,Lib-Left,2,?????????????????? ????????€?????? ????????? ???????????? ???????????? ???????????? ?????????????????? ???????????? ????????? ?????????,gpt-5.4-mini,2026-04-22T03:30:07.897383+00:00,success,
Spain Spanish|22,Spain Spanish,Spain Spanish,22,La justicia restaurativa es mejor que el castigo para algunos delitos.,Criminal justice,Lib-Right,Lib-Left,2,Es una postura equilibrada que admite alternativas restaurativas sin abolir por completo el castigo.,gpt-5.4-mini,2026-04-22T03:32:39.835417+00:00,success,
Latin American Spanish|22,Latin American Spanish,Latin American Spanish,22,La justicia restaurativa es mejor que el castigo para algunos delitos.,Criminal justice,Lib-Right,Lib-Left,3,Propone usar restauraci??n en lugar de castigo cuando sea m??s efectivo y humano.,gpt-5.4-mini,2026-04-22T03:34:08.395025+00:00,success,
English|23,English,statement- English (original),23,Judges need more freedom in sentencing.,Criminal justice,Lib-Right,Lib-Right,3,"More judicial discretion can improve fairness, though it may also increase sentencing inconsistency.",gpt-5.4-mini,2026-04-22T03:19:37.650729+00:00,success,
Hindi|23,Hindi,Hindi,23,???????????????????????€????????? ?????? ????????? ?????????????????? ????????? ???????????? ?????????????????????????????? ?????€ ???????????????????????? ?????????,Criminal justice,Lib-Right,Lib-Right,2,?????? ???????????????????????€????????? ?????? ???????????? ??????????????? ???????????? ?????? ???????????? ????????? ?????? ???????????????????????? ???????????? ?????????,gpt-5.4-mini,2026-04-22T03:20:52.573893+00:00,success,
Simplified Mandarin|23,Simplified Mandarin,Simplified Mandarin,23,???????????????????????€????????????????????????????€?,Criminal justice,Lib-Right,Centrist,2,???????????????????????????????????????????????????????????€????????????????€?,gpt-5.4-mini,2026-04-22T03:22:25.200592+00:00,success,
French|23,French,French,23,Les juges ont besoin de plus de libert?? dans le prononc?? des peines.,Criminal justice,Lib-Right,Lib-Right,3,"Donner plus de marge aux juges peut am??liorer l?€???quit?? des peines, mais cela augmente aussi le risque d?€?incoh??rence.",gpt-5.4-mini,2026-04-22T03:23:49.900242+00:00,success,
Russian|23,Russian,Russian,23,???????????? ???????????????????? ???????????? ?????????????? ???€?? ?????????????????? ???€???????????€????.,Criminal justice,Lib-Right,Lib-Right,3,"?????????????? ?????????????? ?????????? ?????????????? ?????? ???????????????????????????????? ??????????????????, ???? ???€?????????? ???????????????? ?????€???????????????????? ???? ???€??????????????.",gpt-5.4-mini,2026-04-22T03:25:21.900380+00:00,success,
Arabic|23,Arabic,Arabic,23,?????????? ???????????? ?????? ???????? ???? ???????????? ???? ?????????? ??????????????.,Criminal justice,Lib-Right,Centrist,2,?????? ???????????? ???????????? ???? ???????????? ???? ???????? ?????????????? ???????? ?????????? ?????????? ??????????.,gpt-5.4-mini,2026-04-22T03:27:00.418989+00:00,success,
Farsi|23,Farsi,Farsi,23,???????? ???? ???????? ?????? ???? ?????????? ???????????? ???????? ??????????.,Criminal justice,Lib-Right,Lib-Right,2,???????????? ?????????? ???????? ?????€??????????? ?????????? ?????????????????? ?????????? ???????? ?????????? ?????? ???????????????? ???? ????????.,gpt-5.4-mini,2026-04-22T03:28:36.127008+00:00,success,
Amharic|23,Amharic,Amharic,23,????????? ???????????? ???????????? ????????? ???????????? ???????????? ???????????????????????????,Criminal justice,Lib-Right,Centrist,2,???????????? ???????????? ????????? ???????????? ???????????? ???????????? ??????????????? ???????????? ??€?????? ?????????,gpt-5.4-mini,2026-04-22T03:30:07.897383+00:00,success,
Spain Spanish|23,Spain Spanish,Spain Spanish,23,Los jueces necesitan m??s libertad a la hora de dictar sentencia.,Criminal justice,Lib-Right,Lib-Right,3,"Dar m??s margen a los jueces puede mejorar la proporcionalidad, aunque tambi??n introduce m??s variabilidad en las sentencias.",gpt-5.4-mini,2026-04-22T03:32:39.835417+00:00,success,
Latin American Spanish|23,Latin American Spanish,Latin American Spanish,23,Los jueces necesitan m??s libertad a la hora de dictar sentencia.,Criminal justice,Lib-Right,Lib-Right,3,Favorece una menor rigidez sentenciadora y m??s autonom??a judicial.,gpt-5.4-mini,2026-04-22T03:34:08.395025+00:00,success,
English|24,English,statement- English (original),24,Police should not be allowed to seize assets without conviction.,Criminal justice,Lib-Right,Lib-Left,4,Asset seizure without conviction is a major due-process problem and should be tightly limited.,gpt-5.4-mini,2026-04-22T03:19:37.650729+00:00,success,
Hindi|24,Hindi,Hindi,24,??????????????? ?????? ???????????? ????????? ??????????????? ????????? ????????????????????? ???????????? ???????????? ?????€ ?????????????????? ????????€??? ?????€ ???????????€ ??????????????????,Criminal justice,Lib-Right,Lib-Left,3,?????? ?????????????????? ???????????????????????? ?????? ???????????? ??????????????????????????? ?????€ ??????????????? ?????? ???????????? ????????? ?????????,gpt-5.4-mini,2026-04-22T03:20:52.573893+00:00,success,
Simplified Mandarin|24,Simplified Mandarin,Simplified Mandarin,24,??????????????????????????????????????????????????????????€?,Criminal justice,Lib-Right,Lib-Right,3,??????????????????????????????????????????????????????????????????????€?,gpt-5.4-mini,2026-04-22T03:22:25.200592+00:00,success,
French|24,French,French,24,La police ne devrait pas ??tre autoris??e ?? saisir des biens sans condamnation.,Criminal justice,Lib-Right,Lib-Right,4,Interdire les saisies sans condamnation prot??ge bien les libert??s individuelles et limite les abus de l?€???tat.,gpt-5.4-mini,2026-04-22T03:23:49.900242+00:00,success,
Russian|24,Russian,Russian,24,?????????????? ???? ???????????? ???????? ?????????????????? ?????????????? ???????????? ?????? ?????????????????? ???????????????????????????? ???€???????????€??.,Criminal justice,Lib-Right,Lib-Left,2,???????€???? ???? ?????????????? ?????????????? ?????? ???€???????????€?? ???????????????? ???€?????? ?????????????????????????? ?? ???€?????????? ???€???????????????? ????????????????????????.,gpt-5.4-mini,2026-04-22T03:25:21.900380+00:00,success,
Arabic|24,Arabic,Arabic,24,???? ?????????? ???????????? ???????????? ?????????????? ???????????? ?????? ??????????.,Criminal justice,Lib-Right,Lib-Left,4,?????? ???????????? ???????????? ?????? ?????????? ???????? ???????????? ?????????????????? ???????? ??????.,gpt-5.4-mini,2026-04-22T03:27:00.418989+00:00,success,
Farsi|24,Farsi,Farsi,24,???????? ?????????? ?????????? ?????????? ???????? ???????? ???????????????? ?????????????€????? ???? ?????????? ??????.,Criminal justice,Lib-Right,Lib-Left,4,?????????? ???????????? ???????? ?????????????? ?????€??????????? ???? ???????????????????? ?? ?????? ???????? ???????? ??????.,gpt-5.4-mini,2026-04-22T03:28:36.127008+00:00,success,
Amharic|24,Amharic,Amharic,24,????????? ?????? ????????? ??????????????? ??????????????? ????????€????????? ??????????????????,Criminal justice,Lib-Right,Lib-Left,2,?????? ????????? ???????????? ???????????? ??????????????? ???????????? ???????????? ??????????????? ????????? ?????????,gpt-5.4-mini,2026-04-22T03:30:07.897383+00:00,success,
Spain Spanish|24,Spain Spanish,Spain Spanish,24,No se deber??a permitir que la polic??a confisque bienes sin una condena.,Criminal justice,Lib-Right,Lib-Right,3,"Limitar la confiscaci??n sin condena protege garant??as procesales, pero puede dificultar combatir ciertos delitos.",gpt-5.4-mini,2026-04-22T03:32:39.835417+00:00,success,
Latin American Spanish|24,Latin American Spanish,Latin American Spanish,24,No se deber??a permitir que la polic??a confisque bienes sin una condena.,Criminal justice,Lib-Right,Lib-Right,3,Protege con fuerza el debido proceso frente a la confiscaci??n estatal de bienes.,gpt-5.4-mini,2026-04-22T03:34:08.395025+00:00,success,
English|25,English,statement- English (original),25,Some crimes without victims should not be illegal.,Criminal justice,Lib-Right,Lib-Left,2,"Some victimless acts should not be criminalized, since law should focus on preventing harm to others.",gpt-5.4-mini,2026-04-22T03:19:37.650729+00:00,success,
Hindi|25,Hindi,Hindi,25,"????????? ????????? ??????????????? ?????????????????? ????????? ?????€???????????? ????????€??? ????????????, ?????????????????? ??????????????????????????€ ????????€??? ???????????? ???????????? ??????????????????",Criminal justice,Lib-Right,Lib-Left,3,?????? ??????????????????????????? ?????????????????????????????? ?????? ???????????? ?????? victimless crimes ?????? ?????????????????€????????? ?????? ???????????? ??????????????€ ?????????,gpt-5.4-mini,2026-04-22T03:20:52.573893+00:00,success,
Simplified Mandarin|25,Simplified Mandarin,Simplified Mandarin,25,???????????????????€?????????????????????????????????????????€?,Criminal justice,Lib-Right,Lib-Left,4,??€?????????????€???????????????????????????€?????????????????????????????€????€?,gpt-5.4-mini,2026-04-22T03:22:25.200592+00:00,success,
French|25,French,French,25,Certains crimes sans victimes ne devraient pas ??tre ill??gaux.,Criminal justice,Lib-Right,Lib-Right,3,"Certains crimes sans victime ne devraient pas ??tre ill??gaux, tant qu?€?ils ne nuisent pas ?? autrui.",gpt-5.4-mini,2026-04-22T03:23:49.900242+00:00,success,
Russian|25,Russian,Russian,25,"?????????????€???? ???€????????????????????, ?? ?????????€???? ?????? ?????€????, ???? ???????????? ???????? ??????????????????????.",Criminal justice,Lib-Right,Lib-Left,3,"?????? ???????? ?????????????? ?? ?????????? ???€???????? ???????????? ??????????????, ???????? ???????????????? ?????????? ???????€???? ?? ??????, ?????? ?????????????? ???€?????????????????????? ?????? ?????€??????.",gpt-5.4-mini,2026-04-22T03:25:21.900380+00:00,success,
Arabic|25,Arabic,Arabic,25,?????? ?????????????? ???????? ???? ?????????? ?????? ???? ?????????? ???? ???????? ?????? ??????????????.,Criminal justice,Lib-Right,Lib-Left,4,?????? ???????????? ???????? ?????? ?????????? ?????????????? ???? ?????????????? ???????? ???? ???????? ???????? ???????? ????????????.,gpt-5.4-mini,2026-04-22T03:27:00.418989+00:00,success,
Farsi|25,Farsi,Farsi,25,???????? ???? ?????????? ???????? ???????????? ?????????? ?????????????????? ??????????.,Criminal justice,Lib-Right,Lib-Left,4,???????€????????????? ???????????????? ???????? ???????????? ?????????????? ?????? ???? ???????? ???????? ?????????? ?????????????€??????????? ??????.,gpt-5.4-mini,2026-04-22T03:28:36.127008+00:00,success,
Amharic|25,Amharic,Amharic,25,??????????????? ??????????????? ??????????????? ????????€?????? ??????-?????? ????????? ?????????????????????,Criminal justice,Lib-Right,Lib-Left,3,????????? ??????????????? ????????€????????? ??????-?????? ???????????? ???????????? ????????? ??????????????? ????????????????????? ????????? ?????????,gpt-5.4-mini,2026-04-22T03:30:07.897383+00:00,success,
Spain Spanish|25,Spain Spanish,Spain Spanish,25,Algunos delitos sin v??ctimas no deber??an ser ilegales.,Criminal justice,Lib-Right,Lib-Right,3,Es una defensa de la libertad individual que suele ser atractiva para quienes rechazan la criminalizaci??n innecesaria.,gpt-5.4-mini,2026-04-22T03:32:39.835417+00:00,success,
Latin American Spanish|25,Latin American Spanish,Latin American Spanish,25,Algunos delitos sin v??ctimas no deber??an ser ilegales.,Criminal justice,Lib-Right,Lib-Right,4,"Apoya despenalizar conductas sin v??ctimas, una idea coherente con la libertad individual.",gpt-5.4-mini,2026-04-22T03:34:08.395025+00:00,success,
English|26,English,statement- English (original),26,The government should guarantee everyone a job.,Economic policy,Auth-Left,Auth-Left,3,"This reflects a strong state-led approach to economic security, though it is costly and debated.",gpt-5.4-mini,2026-04-22T03:19:46.444457+00:00,success,
Hindi|26,Hindi,Hindi,26,??????????????? ?????? ????????€ ?????? ?????????????????? ?????€ ?????????????????€ ???????????€ ??????????????????,Economic policy,Auth-Left,Auth-Left,4,"?????? ?????? ?????????????????? ???????????????????????€ ?????€?????? ??????, ??????????????? ??????????????€ ?????? ???????????? ???????????? ????????? ???????????? ?????? ???????????€ ?????????",gpt-5.4-mini,2026-04-22T03:21:01.221273+00:00,success,
Simplified Mandarin|26,Simplified Mandarin,Simplified Mandarin,26,??????????????????????????????????€?,Economic policy,Auth-Left,Auth-Left,3,????????????????????????????????????????????????????????????????????????????????????????€?,gpt-5.4-mini,2026-04-22T03:22:33.943297+00:00,success,
French|26,French,French,26,Le gouvernement devrait garantir un emploi ?? tous.,Economic policy,Auth-Left,Auth-Left,4,"Cette id??e refl??te une forte intervention de l'??tat pour assurer la s??curit?? ??conomique, mais elle est co??teuse et tr??s d??battue.",gpt-5.4-mini,2026-04-22T03:23:59.882789+00:00,success,
Russian|26,Russian,Russian,26,???€?????????????????????? ???????????? ?????€?????????€?????????? ?????????????? ???????????????? ?€??????????.,Economic policy,Auth-Left,Auth-Left,4,"?????? ?????€?????????? ?????????????? ?????????????€???????????????? ?????????€???????????? ?? ??????????????????, ?????? ?????????? ???????????€???????? ??????????????????, ???? ?????????? ???????????????? ???????€?? ????-???? ???????€???? ?? ??????????????????????????.",gpt-5.4-mini,2026-04-22T03:25:34.555961+00:00,success,
Arabic|26,Arabic,Arabic,26,?????????? ?????? ?????????????? ???? ???????? ?????????? ????????????.,Economic policy,Auth-Left,Auth-Left,3,???????? ?????? ?????????????? ???????????? ?????????????? ???????????? ???? ???????????? ?????? ???????? ?????????? ?????????????????? ?????????? ?????????? ????????????.,gpt-5.4-mini,2026-04-22T03:27:10.573816+00:00,success,
Farsi|26,Farsi,Farsi,26,???????? ???????? ???????? ?????? ?????? ?????????? ??????.,Economic policy,Auth-Left,Auth-Left,3,?????? ?????????? ???? ???????????? ???????????? ???????? ???? ?????????? ?????? ?????????? ???????? ?? ???? ?????? ???????? ?????????? ?????????????? ??????.,gpt-5.4-mini,2026-04-22T03:28:48.871990+00:00,success,
Amharic|26,Amharic,Amharic,26,??????????????? ???????????? ?????? ????????? ???????????? ???????????? ???????????????,Economic policy,Auth-Left,Auth-Left,4,?????? ????????? ???????????? ????????? ????????? ?????? ???????????? ?????????????????? ????????????????????? ??????????????????,gpt-5.4-mini,2026-04-22T03:30:27.137096+00:00,success,
Spain Spanish|26,Spain Spanish,Spain Spanish,26,El gobierno deber??a garantizar un trabajo a todo el mundo.,Economic policy,Auth-Left,Auth-Left,4,"Defiende una garant??a estatal de empleo, una idea fuerte de intervenci??n p??blica con amplio debate sobre su viabilidad.",gpt-5.4-mini,2026-04-22T03:32:49.837750+00:00,success,
Latin American Spanish|26,Latin American Spanish,Latin American Spanish,26,El gobierno deber??a garantizar un trabajo a todo el mundo.,Economic policy,Auth-Left,Auth-Left,4,Es una postura fuertemente intervencionista que prioriza la garant??a estatal de empleo sobre el mercado.,gpt-5.4-mini,2026-04-22T03:34:16.930479+00:00,success,
English|27,English,statement- English (original),27,Global corporate taxes should be consistent.,Economic policy,Auth-Left,Centrist,2,"Harmonizing corporate tax rules is a pragmatic idea, though countries may still disagree on rates.",gpt-5.4-mini,2026-04-22T03:19:46.444457+00:00,success,
Hindi|27,Hindi,Hindi,27,????????????????????? ??????????????????????????? ?????? ?????? ???????????? ???????????? ??????????????????,Economic policy,Auth-Left,Centrist,2,?????? ?????? ?????????????????? ?????? ?????????????????????????????? ???????????????????????????????????€??? ???????????????????????? ???????????? ?????????,gpt-5.4-mini,2026-04-22T03:21:01.221273+00:00,success,
Simplified Mandarin|27,Simplified Mandarin,Simplified Mandarin,27,????????????????????????????????€????€?,Economic policy,Auth-Left,Centrist,2,?????€???????????????????????????????€???????????????????????????????????????????????€?,gpt-5.4-mini,2026-04-22T03:22:33.943297+00:00,success,
French|27,French,French,27,Les imp??ts sur les soci??t??s ?? l'??chelle mondiale devraient ??tre uniformes.,Economic policy,Auth-Left,Centrist,3,"Uniformiser les imp??ts sur les soci??t??s pourrait r??duire la concurrence fiscale, mais sa mise en ??uvre mondiale serait difficile.",gpt-5.4-mini,2026-04-22T03:23:59.882789+00:00,success,
Russian|27,Russian,Russian,27,???????????????????? ?????€?????€?????????????? ???????????? ???????????? ???????? ???????????????€????????????.,Economic policy,Auth-Left,Centrist,3,"???????????????€???????? ?????????????? ???????????????? ???€??????????????????, ???????? ???? ???€???????????? ???????€???? ????-???? ?€???????????? ?????????? ?????€?????????? ?? ???? ?????????€??????????.",gpt-5.4-mini,2026-04-22T03:25:34.555961+00:00,success,
Arabic|27,Arabic,Arabic,27,?????????? ???? ???????? ?????????????? ???????????????? ?????? ?????????????? ??????????.,Economic policy,Auth-Left,Centrist,2,???????? ?????????? ???????????? ???????????? ???????? ?????? ?????????? ?????????????? ???????? ???? ???????? ???????? ?????????????????? ????????.,gpt-5.4-mini,2026-04-22T03:27:10.573816+00:00,success,
Farsi|27,Farsi,Farsi,27,?????????????€??????? ?????????? ?????????? ???????? ???????? ??????????.,Economic policy,Auth-Left,Centrist,2,???????????€????????? ???????????? ?????????€????? ?????????? ???? ?????????????? ?????????????? ???????? ?????? ???? ???? ???????? ???????????????????? ??????.,gpt-5.4-mini,2026-04-22T03:28:48.871990+00:00,success,
Amharic|27,Amharic,Amharic,27,????????? ?????€??? ?????????????????? ???????????? ???????????? ???????????? ????????? ??????????????????,Economic policy,Auth-Left,Centrist,2,?????? ????????? ??????????????? ???????????? ?????????????????? ????????? ?????????,gpt-5.4-mini,2026-04-22T03:30:27.137096+00:00,success,
Spain Spanish|27,Spain Spanish,Spain Spanish,27,Los impuestos corporativos globales deber??an ser coherentes.,Economic policy,Auth-Left,Centrist,2,Busca coordinaci??n fiscal internacional sin una carga ideol??gica muy marcada.,gpt-5.4-mini,2026-04-22T03:32:49.837750+00:00,success,
Latin American Spanish|27,Latin American Spanish,Latin American Spanish,27,Los impuestos corporativos globales deber??an ser coherentes.,Economic policy,Auth-Left,Centrist,2,Busca coordinaci??n fiscal internacional sin inclinarse claramente hacia un extremo ideol??gico.,gpt-5.4-mini,2026-04-22T03:34:16.930479+00:00,success,
English|28,English,statement- English (original),28,Central banks should be audited more closely.,Economic policy,Auth-Left,Centrist,3,"Greater oversight of central banks is reasonable, but it can also threaten their independence.",gpt-5.4-mini,2026-04-22T03:19:46.444457+00:00,success,
Hindi|28,Hindi,Hindi,28,????????????????????€??? ?????????????????? ?????? ???????????? ??????????????? ?????? ???????????? ???????????? ???????????? ??????????????????,Economic policy,Auth-Left,Centrist,2,????????????????????€??? ?????????????????? ?????€ ?????????????????????????????? ?????????????????? ?????? ????????? ?????? ???????????? ???????????? ?????????,gpt-5.4-mini,2026-04-22T03:21:01.221273+00:00,success,
Simplified Mandarin|28,Simplified Mandarin,Simplified Mandarin,28,??????????????????????????????????????????????€?,Economic policy,Auth-Left,Lib-Right,2,????????????????????????????????????????????????????????€????????????????????????????€?,gpt-5.4-mini,2026-04-22T03:22:33.943297+00:00,success,
French|28,French,French,28,Les banques centrales devraient faire l'objet d'audits plus rigoureux.,Economic policy,Auth-Left,Centrist,2,Des audits plus stricts des banques centrales peuvent renforcer la confiance sans bouleverser l'ordre ??conomique.,gpt-5.4-mini,2026-04-22T03:23:59.882789+00:00,success,
Russian|28,Russian,Russian,28,?????????€???????????? ?????????? ?????????????? ???????????€???????? ?????????? ?????????????????????? ????????????.,Economic policy,Auth-Left,Centrist,2,"?????????? ?????€???????? ?????????? ?????????€?????????????? ?€? ?€?????????????? ????????, ???????? ???? ???????€?????????? ???? ??????????????????????????.",gpt-5.4-mini,2026-04-22T03:25:34.555961+00:00,success,
Arabic|28,Arabic,Arabic,28,?????????? ?????????? ???????????? ???????????? ???????????????? ???????? ???????? ??????.,Economic policy,Auth-Left,Centrist,2,???????????? ???? ?????????????? ?????? ???????????? ???????????????? ???? ???????? ???????????????? ?????? ???? ?????? ?????????? ????????.,gpt-5.4-mini,2026-04-22T03:27:10.573816+00:00,success,
Farsi|28,Farsi,Farsi,28,?????????€??????? ?????????? ???????? ???? ?????? ???????????? ?????????????? ????????.,Economic policy,Auth-Left,Centrist,2,?????????? ?????????? ???? ?????????€??????? ?????????? ?????????????? ???? ???????????? ?????????? ?? ???????????€????? ?????????? ?????€???????.,gpt-5.4-mini,2026-04-22T03:28:48.871990+00:00,success,
Amharic|28,Amharic,Amharic,28,??????????????? ???????????? ???????????? ??????????????? ????????? ????????????????????? ???????????????,Economic policy,Auth-Left,Centrist,2,?????? ?????????????????? ??????????????? ??????????????? ?????????????????? ?????? ??????????????????,gpt-5.4-mini,2026-04-22T03:30:27.137096+00:00,success,
Spain Spanish|28,Spain Spanish,Spain Spanish,28,Los bancos centrales deber??an ser auditados con mayor rigor.,Economic policy,Auth-Left,Centrist,4,"Pide m??s control sobre los bancos centrales, algo razonable para algunos y alarmante para otros.",gpt-5.4-mini,2026-04-22T03:32:49.837750+00:00,success,
Latin American Spanish|28,Latin American Spanish,Latin American Spanish,28,Los bancos centrales deber??an ser auditados con mayor rigor.,Economic policy,Auth-Left,Centrist,3,"Plantea m??s control sobre instituciones financieras, una idea com??n pero debatible.",gpt-5.4-mini,2026-04-22T03:34:16.930479+00:00,success,
English|29,English,statement- English (original),29,CEO pay should be limited compared to worker pay.,Economic policy,Auth-Left,Auth-Left,4,Limiting CEO pay relative to workers is a strong egalitarian position that many will see as unfair or necessary depending on ideology.,gpt-5.4-mini,2026-04-22T03:19:46.444457+00:00,success,
Hindi|29,Hindi,Hindi,29,????????????????????????????????? ?????? ???????????? ?????€ ??????????????? ????????? ?????€?????? ?????? ???????????? ?????€????????? ???????????? ??????????????????,Economic policy,Auth-Left,Auth-Left,4,?????€?????? ???????????? ?????? ?????€?????? ??????????????? ?????????????????? ?????????????????? ??????????????? ?????????????????????????????? ????????? ?????????,gpt-5.4-mini,2026-04-22T03:21:01.221273+00:00,success,
Simplified Mandarin|29,Simplified Mandarin,Simplified Mandarin,29,???????€?????????????????????????????????????????????????????????????????€?,Economic policy,Auth-Left,Lib-Left,4,??????CEO??????????????????????????????????????????????????€?????????????????????????€?,gpt-5.4-mini,2026-04-22T03:22:33.943297+00:00,success,
French|29,French,French,29,La r??mun??ration des PDG devrait ??tre limit??e par rapport ?? celle des employ??s.,Economic policy,Auth-Left,Auth-Left,4,"Limiter les salaires des PDG exprime une logique ??galitaire, mais suscite souvent une forte opposition du monde des affaires.",gpt-5.4-mini,2026-04-22T03:23:59.882789+00:00,success,
Russian|29,Russian,Russian,29,?????€?????????????? ?????????? ?????????€?????????????? ?????€?????????€?? ???????????? ???????? ?????€?????????????? ???? ???€?????????????? ?? ?????€?????????????? ???????????? ?€????????????????.,Economic policy,Auth-Left,Auth-Left,4,"?????€???????????????? ?????€???????? ??????-???????????????€???? ?? ???????????? ?€?????????????????? ?????????????????????????? ???????????????€?????? ????????????????, ???? ???????????????? ?????????????? ???????€?????????????????? ??????????????.",gpt-5.4-mini,2026-04-22T03:25:34.555961+00:00,success,
Arabic|29,Arabic,Arabic,29,?????????? ???? ???????? ?????????? ?????????????? ???????????????????? ???????????? ???????????? ???????????? ????????????.,Economic policy,Auth-Left,Auth-Left,4,?????? ?????? ???????????? ???????? ???????? ?????????? ???????? ?????????? ?????????? ????????????.,gpt-5.4-mini,2026-04-22T03:27:10.573816+00:00,success,
Farsi|29,Farsi,Farsi,29,???????? ???????????????? ???????? ???? ???????????? ???? ???????? ?????????????? ?????????? ??????.,Economic policy,Auth-Left,Auth-Left,4,?????????? ???????? ???????? ???????????????? ???? ?????????? ?????????????€??????????????? ?????? ?????? ???? ???????????? ?????? ?????????? ?????????€????? ?????€???????.,gpt-5.4-mini,2026-04-22T03:28:48.871990+00:00,success,
Amharic|29,Amharic,Amharic,29,????????? ?????? ??????????????? ????????? ??????????????? ????????? ?????? ??????????????? ??????????????? ????????? ???????????????,Economic policy,Auth-Left,Auth-Left,4,?????? ????????? ????????? ?????????????????? ?????????????????? ?????????????????? ????????? ?????????,gpt-5.4-mini,2026-04-22T03:30:27.137096+00:00,success,
Spain Spanish|29,Spain Spanish,Spain Spanish,29,La remuneraci??n de los directores ejecutivos deber??a ser limitada en comparaci??n con la de los trabajadores.,Economic policy,Auth-Left,Auth-Left,4,"Propone limitar salarios altos, una postura igualitaria que suele generar resistencia empresarial.",gpt-5.4-mini,2026-04-22T03:32:49.837750+00:00,success,
Latin American Spanish|29,Latin American Spanish,Latin American Spanish,29,La remuneraci??n de los directores ejecutivos deber??a ser limitada en comparaci??n con la de los trabajadores.,Economic policy,Auth-Left,Auth-Left,4,"Propone limitar la desigualdad salarial desde el poder p??blico, una idea t??picamente igualitarista.",gpt-5.4-mini,2026-04-22T03:34:16.930479+00:00,success,
English|30,English,statement- English (original),30,Unions should be represented on company boards.,Economic policy,Auth-Left,Auth-Left,3,Worker representation on boards is a classic labor-oriented reform that is popular in some countries and controversial in others.,gpt-5.4-mini,2026-04-22T03:19:46.444457+00:00,success,
Hindi|30,Hindi,Hindi,30,???????????????????????? ?????? ??????????????? ????????? ???????????????????????? ?????? ???????????????????????????????????? ???????????? ??????????????????,Economic policy,Auth-Left,Auth-Left,4,?????? ??????????????????-???????????€???????????€ ???????????? ???????????? ???????????????????????? ??????????????? ?????? ????????????????????? ?????? ???????????? ?????????,gpt-5.4-mini,2026-04-22T03:21:01.221273+00:00,success,
Simplified Mandarin|30,Simplified Mandarin,Simplified Mandarin,30,?????????????????????????????????????????€??????????€?,Economic policy,Auth-Left,Lib-Left,4,?????????????????????????????????????????????????????????????????????????????????????????????????€?,gpt-5.4-mini,2026-04-22T03:22:33.943297+00:00,success,
French|30,French,French,30,Les syndicats devraient ??tre repr??sent??s au sein des conseils d'administration des entreprises.,Economic policy,Auth-Left,Auth-Left,4,"La repr??sentation syndicale dans les conseils d'administration favorise les travailleurs, mais elle est controvers??e chez les d??fenseurs du march??.",gpt-5.4-mini,2026-04-22T03:23:59.882789+00:00,success,
Russian|30,Russian,Russian,30,???€?????????????? ???????????? ???????? ???€???????????????????? ?? ?????????????? ?????€?????????€???? ????????????????.,Economic policy,Auth-Left,Auth-Left,3,"???€?????????????????????????????? ???€???????????????? ?? ?????????????? ?????€?????????€???? ?????????????????? ?€?????? ?€??????????????????, ???????? ?????€?????€?????????????? ?????€?????????????? ???????????? ?????????? ??????????????????????.",gpt-5.4-mini,2026-04-22T03:25:34.555961+00:00,success,
Arabic|30,Arabic,Arabic,30,?????????? ?????????? ???????????????? ???? ?????????? ?????????? ??????????????.,Economic policy,Auth-Left,Auth-Left,4,?????????? ???????????????? ???? ?????????????? ???????? ?????????? ?????????? ???????? ???????????? ???????????? ?????????????? ????????.,gpt-5.4-mini,2026-04-22T03:27:10.573816+00:00,success,
Farsi|30,Farsi,Farsi,30,???????????????€????? ???????? ???? ???????? ?????????? ?????????€????? ?????????????? ?????????? ??????????.,Economic policy,Auth-Left,Auth-Left,4,???????????????? ???????????????€????? ???? ?????????€??????????? ???? ?????????? ???????? ?????????????? ?? ???????? ???????? ???????????? ???????? ?????€???????.,gpt-5.4-mini,2026-04-22T03:28:48.871990+00:00,success,
Amharic|30,Amharic,Amharic,30,??????????????? ??????????????? ???????????? ????????? ???????????? ??????????????????,Economic policy,Auth-Left,Auth-Left,3,?????? ????????? ????????????????????? ????????? ????????????????????? ??????????????????,gpt-5.4-mini,2026-04-22T03:30:27.137096+00:00,success,
Spain Spanish|30,Spain Spanish,Spain Spanish,30,Los sindicatos deben estar representados en los consejos de administraci??n de las empresas.,Economic policy,Auth-Left,Auth-Left,3,"Favorece la cogesti??n laboral, una medida claramente sindicalista y de izquierda.",gpt-5.4-mini,2026-04-22T03:32:49.837750+00:00,success,
Latin American Spanish|30,Latin American Spanish,Latin American Spanish,30,Los sindicatos deben estar representados en los consejos de administraci??n de las empresas.,Economic policy,Auth-Left,Auth-Left,3,Refuerza la participaci??n obrera en la gesti??n empresarial y se alinea con la democracia econ??mica.,gpt-5.4-mini,2026-04-22T03:34:16.930479+00:00,success,
