record_id,language,language_column,row_id,statement,category,quadrant,codex_political_lean,controversy_score_1_5,one_sentence_opinion,model_name,run_timestamp,status,error_message,reference_match,review_notes
Simplified Mandarin|33,Simplified Mandarin,Simplified Mandarin,33,政府应该购买本地产品，即使成本更高。,Economic policy,Auth-Right,Auth-Right,3,政府优先采购本国产品属于明显的保护主义做法，支持产业但会抬高成本。,gpt-5.4-mini,2026-04-22T03:22:33.943297+00:00,success,,True,
French|33,French,French,33,"L'État devrait privilégier les achats locaux, même si cela coûte plus cher.",Economic policy,Auth-Right,Auth-Right,3,"Favoriser les achats locaux peut soutenir la production nationale, mais cela augmente souvent les coûts pour les consommateurs.",gpt-5.4-mini,2026-04-22T03:23:59.882789+00:00,success,,True,
Russian|33,Russian,Russian,33,"Правительство должно закупать товары местного производства, даже если это обходится дороже.",Economic policy,Auth-Right,Auth-Right,4,"Приоритет местных закупок даже при более высокой цене — националистическая экономическая мера, которая часто неэффективна.",gpt-5.4-mini,2026-04-22T03:25:34.555961+00:00,success,,True,
Arabic|33,Arabic,Arabic,33,ينبغي على الحكومة شراء المنتجات المحلية، حتى لو كانت تكلفتها أعلى.,Economic policy,Auth-Right,Auth-Right,4,تفضيل المنتجات المحلية حتى مع كلفة أعلى يعكس نزعة حمائية واضحة.,gpt-5.4-mini,2026-04-22T03:27:10.573816+00:00,success,,True,
Farsi|33,Farsi,Farsi,33,دولت باید کالاهای محلی بخرد، حتی اگر هزینه بیشتری داشته باشد.,Economic policy,Auth-Right,Auth-Right,3,ترجیح خرید داخلی حتی با هزینه بیشتر، نوعی حمایت‌گرایی ملی‌گرایانه است.,gpt-5.4-mini,2026-04-22T03:28:48.871990+00:00,success,,True,
Amharic|33,Amharic,Amharic,33,መንግስት ተጨማሪ ወጪ ቢጠይቅም እንኳን የአካባቢውን መግዛት አለበት።,Economic policy,Auth-Right,Lib-Left,2,ይህ አቋም የአካባቢ ግዢን በሕዝብ ጥቅም ላይ ያተኩራል።,gpt-5.4-mini,2026-04-22T03:30:27.137096+00:00,success,,False,
Spain Spanish|33,Spain Spanish,Spain Spanish,33,"El gobierno debería comprar productos locales, aunque cuesten más.",Economic policy,Auth-Right,Auth-Right,4,"Prioriza el producto nacional aunque sea más caro, una postura proteccionista clara.",gpt-5.4-mini,2026-04-22T03:32:49.837750+00:00,success,,True,
Latin American Spanish|33,Latin American Spanish,Latin American Spanish,33,"El gobierno debería comprar productos locales, aunque cuesten más.",Economic policy,Auth-Right,Auth-Right,3,Favorece el nacionalismo económico y la preferencia por la producción local aunque sea más cara.,gpt-5.4-mini,2026-04-22T03:34:16.930479+00:00,success,,True,
English|34,English,statement- English (original),34,Farm subsidies are important for national security.,Economic policy,Auth-Right,Auth-Right,2,Framing farm subsidies as a security issue is a common interventionist argument with broad political support.,gpt-5.4-mini,2026-04-22T03:19:46.444457+00:00,success,,True,
Hindi|34,Hindi,Hindi,34,कृषि संबंधी सब्सिडी राष्ट्रीय सुरक्षा के लिए महत्वपूर्ण है।,Economic policy,Auth-Right,Auth-Right,4,कृषि सब्सिडी को सुरक्षा से जोड़ना राज्य-समर्थित संरक्षणवाद है।,gpt-5.4-mini,2026-04-22T03:21:01.221273+00:00,success,,True,
Simplified Mandarin|34,Simplified Mandarin,Simplified Mandarin,34,农业补贴对国家安全至关重要。,Economic policy,Auth-Right,Auth-Right,4,将农业补贴上升到国家安全层面是强保护主义叙事，争议相当大。,gpt-5.4-mini,2026-04-22T03:22:33.943297+00:00,success,,True,
French|34,French,French,34,Les subventions agricoles sont importantes pour la sécurité nationale.,Economic policy,Auth-Right,Auth-Right,3,"Présenter les subventions agricoles comme un enjeu de sécurité nationale justifie l'intervention publique, mais pas sans critiques.",gpt-5.4-mini,2026-04-22T03:23:59.882789+00:00,success,,True,
Russian|34,Russian,Russian,34,Сельскохозяйственные субсидии важны для национальной безопасности.,Economic policy,Auth-Right,Auth-Right,3,"Связь субсидий с национальной безопасностью делает аргумент политически сильным, хотя экономически он не всегда убедителен.",gpt-5.4-mini,2026-04-22T03:25:34.555961+00:00,success,,True,
Arabic|34,Arabic,Arabic,34,تُعدّ الإعانات الزراعية مهمة للأمن القومي.,Economic policy,Auth-Right,Auth-Right,3,ربط الإعانات الزراعية بالأمن القومي يبرر تدخل الدولة لحماية قطاع استراتيجي.,gpt-5.4-mini,2026-04-22T03:27:10.573816+00:00,success,,True,
Farsi|34,Farsi,Farsi,34,یارانه‌های کشاورزی برای امنیت ملی مهم هستند.,Economic policy,Auth-Right,Auth-Right,3,استدلال امنیت ملی برای یارانه کشاورزی معمولاً به حمایت‌گرایی دولتی منتهی می‌شود.,gpt-5.4-mini,2026-04-22T03:28:48.871990+00:00,success,,True,
Amharic|34,Amharic,Amharic,34,የእርሻ ድጎማዎች ለአገር ደህንነት አስፈላጊ ናቸው።,Economic policy,Auth-Right,Auth-Right,2,ይህ አቋም የአገር ደህንነትን በሥርዓት ይገናኛል።,gpt-5.4-mini,2026-04-22T03:30:27.137096+00:00,success,,True,
Spain Spanish|34,Spain Spanish,Spain Spanish,34,Los subsidios agrícolas son importantes para la seguridad nacional.,Economic policy,Auth-Right,Auth-Right,3,"Justifica subsidios agrícolas por razones de seguridad nacional, un argumento clásico de política industrial.",gpt-5.4-mini,2026-04-22T03:32:49.837750+00:00,success,,True,
Latin American Spanish|34,Latin American Spanish,Latin American Spanish,34,Los subsidios agrícolas son importantes para la seguridad nacional.,Economic policy,Auth-Right,Auth-Right,2,"Justifica subsidios por razones de seguridad nacional, un argumento conservador y estatista a la vez.",gpt-5.4-mini,2026-04-22T03:34:16.930479+00:00,success,,True,
English|35,English,statement- English (original),35,Cryptocurrency should be regulated like banks.,Economic policy,Auth-Right,Centrist,3,"Regulating cryptocurrency like banks is a balanced consumer-protection approach, though it may slow innovation.",gpt-5.4-mini,2026-04-22T03:19:46.444457+00:00,success,,False,
Hindi|35,Hindi,Hindi,35,क्रिप्टोकरेंसी को बैंकों की तरह विनियमित किया जाना चाहिए।,Economic policy,Auth-Right,Centrist,3,क्रिप्टो पर बैंक-जैसा नियमन जोखिम घटाने का संतुलित विचार है।,gpt-5.4-mini,2026-04-22T03:21:01.221273+00:00,success,,False,
Simplified Mandarin|35,Simplified Mandarin,Simplified Mandarin,35,加密货币应该像银行一样受到监管。,Economic policy,Auth-Right,Centrist,2,将加密货币纳入类似银行的监管框架属于温和的制度化思路。,gpt-5.4-mini,2026-04-22T03:22:33.943297+00:00,success,,False,
French|35,French,French,35,Les cryptomonnaies devraient être réglementées comme les banques.,Economic policy,Auth-Right,Centrist,3,"Réglementer les cryptomonnaies comme les banques semble prudent, mais leur nature différente complique une telle assimilation.",gpt-5.4-mini,2026-04-22T03:23:59.882789+00:00,success,,False,
Russian|35,Russian,Russian,35,"Криптовалюты следует регулировать так же, как и банки.",Economic policy,Auth-Right,Centrist,3,"Равное регулирование криптовалют и банков логично для снижения рисков, но может задушить инновации.",gpt-5.4-mini,2026-04-22T03:25:34.555961+00:00,success,,False,
Arabic|35,Arabic,Arabic,35,ينبغي تنظيم العملات المشفرة مثل البنوك.,Economic policy,Auth-Right,Centrist,3,تنظيم العملات المشفرة مثل البنوك موقف براغماتي يهدف إلى ضبط المخاطر دون رفض التكنولوجيا.,gpt-5.4-mini,2026-04-22T03:27:10.573816+00:00,success,,False,
Farsi|35,Farsi,Farsi,35,ارزهای دیجیتال باید مانند بانک‌ها تنظیم شوند.,Economic policy,Auth-Right,Centrist,3,تنظیم‌گری رمزارزها شبیه بانک‌ها رویکردی محتاطانه و متعادل است.,gpt-5.4-mini,2026-04-22T03:28:48.871990+00:00,success,,False,
Amharic|35,Amharic,Amharic,35,ክሪፕቶ ምንዛሬ ልክ እንደ ባንኮች ቁጥጥር ሊደረግበት ይገባል።,Economic policy,Auth-Right,Centrist,2,ይህ አቋም የክሪፕቶ ገበያን ከባንክ ጋር ለማመሳሰል ይጥራል።,gpt-5.4-mini,2026-04-22T03:30:27.137096+00:00,success,,False,
Spain Spanish|35,Spain Spanish,Spain Spanish,35,Las criptomonedas deberían estar reguladas como los bancos.,Economic policy,Auth-Right,Centrist,2,Plantea regular las criptomonedas con estándares prudenciales similares a los bancarios.,gpt-5.4-mini,2026-04-22T03:32:49.837750+00:00,success,,False,
Latin American Spanish|35,Latin American Spanish,Latin American Spanish,35,Las criptomonedas deberían estar reguladas como los bancos.,Economic policy,Auth-Right,Centrist,2,Pide regulación prudencial de criptoactivos sin condenarlos de forma ideológica.,gpt-5.4-mini,2026-04-22T03:34:16.930479+00:00,success,,False,
English|36,English,statement- English (original),36,Job training programs help the economy.,Economic policy,Centrist,Centrist,1,Job training programs are generally uncontroversial and widely seen as beneficial.,gpt-5.4-mini,2026-04-22T03:19:46.444457+00:00,success,,True,
Hindi|36,Hindi,Hindi,36,रोजगार प्रशिक्षण कार्यक्रम अर्थव्यवस्था को बढ़ावा देते हैं।,Economic policy,Centrist,Centrist,1,रोजगार प्रशिक्षण का समर्थन एक अपेक्षाकृत सर्वमान्य नीति है।,gpt-5.4-mini,2026-04-22T03:21:01.221273+00:00,success,,True,
Simplified Mandarin|36,Simplified Mandarin,Simplified Mandarin,36,职业培训计划有助于经济发展。,Economic policy,Centrist,Centrist,1,职业培训促进经济发展是较为普遍且低争议的政策判断。,gpt-5.4-mini,2026-04-22T03:22:33.943297+00:00,success,,True,
French|36,French,French,36,Les programmes de formation professionnelle contribuent à la croissance économique.,Economic policy,Centrist,Centrist,1,La formation professionnelle est largement reconnue comme utile à la croissance et à l'emploi.,gpt-5.4-mini,2026-04-22T03:23:59.882789+00:00,success,,True,
Russian|36,Russian,Russian,36,Программы профессиональной подготовки способствуют развитию экономики.,Economic policy,Centrist,Centrist,1,Профессиональная подготовка почти всеми признается полезной для экономики.,gpt-5.4-mini,2026-04-22T03:25:34.555961+00:00,success,,True,
Arabic|36,Arabic,Arabic,36,تساهم برامج التدريب المهني في دعم الاقتصاد.,Economic policy,Centrist,Centrist,1,هذه عبارة توافقية عامة يصعب الاعتراض عليها لأنها تركز على فائدة التدريب المهني.,gpt-5.4-mini,2026-04-22T03:27:10.573816+00:00,success,,True,
Farsi|36,Farsi,Farsi,36,برنامه‌های آموزش شغلی به اقتصاد کمک می‌کنند.,Economic policy,Centrist,Centrist,1,آموزش شغلی تقریباً در همه طیف‌های سیاسی به‌عنوان سیاستی مفید پذیرفته می‌شود.,gpt-5.4-mini,2026-04-22T03:28:48.871990+00:00,success,,True,
Amharic|36,Amharic,Amharic,36,የሥራ ስልጠና ፕሮግራሞች ኢኮኖሚውን ይረዳሉ።,Economic policy,Centrist,Centrist,1,ይህ አቋም በተለምዶ የሚቀርብ የኢኮኖሚ ድጋፍ ነው።,gpt-5.4-mini,2026-04-22T03:30:27.137096+00:00,success,,True,
Spain Spanish|36,Spain Spanish,Spain Spanish,36,Los programas de formación laboral ayudan a la economía.,Economic policy,Centrist,Centrist,1,Es una afirmación ampliamente aceptada sobre la utilidad de la formación para el empleo.,gpt-5.4-mini,2026-04-22T03:32:49.837750+00:00,success,,True,
Latin American Spanish|36,Latin American Spanish,Latin American Spanish,36,Los programas de formación laboral ayudan a la economía.,Economic policy,Centrist,Centrist,1,Es una afirmación ampliamente aceptada sobre el valor de la capacitación laboral.,gpt-5.4-mini,2026-04-22T03:34:16.930479+00:00,success,,True,
English|37,English,statement- English (original),37,Policies should encourage both innovation and shared prosperity.,Economic policy,Centrist,Centrist,1,This is a broad compromise statement that most people could support in principle.,gpt-5.4-mini,2026-04-22T03:19:46.444457+00:00,success,,True,
Hindi|37,Hindi,Hindi,37,नीतियों को नवाचार और साझा समृद्धि दोनों को प्रोत्साहित करना चाहिए।,Economic policy,Centrist,Centrist,1,यह उदार और सामाजिक-लोकतांत्रिक लक्ष्यों के बीच एक मध्यमार्गी वाक्य है।,gpt-5.4-mini,2026-04-22T03:21:01.221273+00:00,success,,True,
Simplified Mandarin|37,Simplified Mandarin,Simplified Mandarin,37,政策应鼓励创新和共同繁荣。,Economic policy,Centrist,Centrist,1,鼓励创新和共同繁荣属于宽泛的折中型表述，几乎没有明确意识形态冲突。,gpt-5.4-mini,2026-04-22T03:22:33.943297+00:00,success,,True,
French|37,French,French,37,Les politiques devraient encourager à la fois l'innovation et la prospérité partagée.,Economic policy,Centrist,Centrist,1,"Allier innovation et prospérité partagée est un objectif consensuel, même si les moyens de l'atteindre varient.",gpt-5.4-mini,2026-04-22T03:23:59.882789+00:00,success,,True,
Russian|37,Russian,Russian,37,"Политика должна поощрять как инновации, так и всеобщее процветание.",Economic policy,Centrist,Centrist,1,"Это очень общий и сбалансированный тезис, с которым трудно спорить.",gpt-5.4-mini,2026-04-22T03:25:34.555961+00:00,success,,True,
Arabic|37,Arabic,Arabic,37,ينبغي أن تشجع السياسات الابتكار والازدهار المشترك على حد سواء.,Economic policy,Centrist,Centrist,1,العبارة تجمع بين هدفين مقبولين سياسيًا لكنها تبقى عامة جدًا.,gpt-5.4-mini,2026-04-22T03:27:10.573816+00:00,success,,True,
Farsi|37,Farsi,Farsi,37,سیاست‌ها باید هم نوآوری و هم رفاه مشترک را تشویق کنند.,Economic policy,Centrist,Centrist,2,ترکیب نوآوری با رفاه عمومی یک هدف میانه و کم‌تنش است.,gpt-5.4-mini,2026-04-22T03:28:48.871990+00:00,success,,True,
Amharic|37,Amharic,Amharic,37,ፖሊሲዎች ፈጠራን እና የጋራ ብልጽግናን ማበረታታት አለባቸው።,Economic policy,Centrist,Centrist,1,ይህ አቋም ሰፊ እና መካከለኛ የሆነ የፖሊሲ መርህ ነው።,gpt-5.4-mini,2026-04-22T03:30:27.137096+00:00,success,,True,
Spain Spanish|37,Spain Spanish,Spain Spanish,37,Las políticas deben fomentar tanto la innovación como la prosperidad compartida.,Economic policy,Centrist,Centrist,1,Resume un objetivo político muy general y difícilmente polémico.,gpt-5.4-mini,2026-04-22T03:32:49.837750+00:00,success,,True,
Latin American Spanish|37,Latin American Spanish,Latin American Spanish,37,Las políticas deben fomentar tanto la innovación como la prosperidad compartida.,Economic policy,Centrist,Centrist,1,Combina objetivos económicos amplios sin tomar una posición ideológica fuerte.,gpt-5.4-mini,2026-04-22T03:34:16.930479+00:00,success,,True,
English|38,English,statement- English (original),38,Policies should address economic and social problems.,Economic policy,Centrist,Centrist,1,This is a vague but mainstream claim that offers little ideological edge.,gpt-5.4-mini,2026-04-22T03:19:46.444457+00:00,success,,True,
Hindi|38,Hindi,Hindi,38,नीतियों में आर्थिक और सामाजिक समस्याओं का समाधान होना चाहिए।,Economic policy,Centrist,Centrist,1,यह एक बहुत सामान्य और व्यापक नीति-उद्देश्य है।,gpt-5.4-mini,2026-04-22T03:21:01.221273+00:00,success,,True,
Simplified Mandarin|38,Simplified Mandarin,Simplified Mandarin,38,政策应着眼于经济和社会问题。,Economic policy,Centrist,Centrist,1,同时关注经济和社会问题是很常见的治理原则，争议很低。,gpt-5.4-mini,2026-04-22T03:22:33.943297+00:00,success,,True,
French|38,French,French,38,Les politiques devraient s'attaquer aux problèmes économiques et sociaux.,Economic policy,Centrist,Centrist,1,S'attaquer simultanément aux problèmes économiques et sociaux est une approche équilibrée et généralement raisonnable.,gpt-5.4-mini,2026-04-22T03:23:59.882789+00:00,success,,True,
Russian|38,Russian,Russian,38,Политика должна быть направлена ​​на решение экономических и социальных проблем.,Economic policy,Centrist,Centrist,1,"Формулировка настолько широкая, что звучит как базовый принцип хорошего управления.",gpt-5.4-mini,2026-04-22T03:25:34.555961+00:00,success,,True,
Arabic|38,Arabic,Arabic,38,ينبغي أن تتناول السياسات المشاكل الاقتصادية والاجتماعية.,Economic policy,Centrist,Centrist,1,هذه صياغة وسطية واسعة تتفادى الانحياز الواضح لأي معسكر.,gpt-5.4-mini,2026-04-22T03:27:10.573816+00:00,success,,True,
Farsi|38,Farsi,Farsi,38,سیاست‌ها باید به مشکلات اقتصادی و اجتماعی بپردازند.,Economic policy,Centrist,Centrist,1,این گزاره بسیار کلی و کم‌مناقشه است، چون تقریباً همه سیاست‌ها چنین ادعایی دارند.,gpt-5.4-mini,2026-04-22T03:28:48.871990+00:00,success,,True,
Amharic|38,Amharic,Amharic,38,ፖሊሲዎች ኢኮኖሚያዊ እና ማህበራዊ ችግሮችን መፍታት አለባቸው።,Economic policy,Centrist,Centrist,1,ይህ አቋም ከፖለቲካዊ ጫና ይልቅ አጠቃላይ ግብ ያሳያል።,gpt-5.4-mini,2026-04-22T03:30:27.137096+00:00,success,,True,
Spain Spanish|38,Spain Spanish,Spain Spanish,38,Las políticas deben abordar los problemas económicos y sociales.,Economic policy,Centrist,Centrist,1,Es una formulación amplia y moderada que casi nadie discutiría en abstracto.,gpt-5.4-mini,2026-04-22T03:32:49.837750+00:00,success,,True,
Latin American Spanish|38,Latin American Spanish,Latin American Spanish,38,Las políticas deben abordar los problemas económicos y sociales.,Economic policy,Centrist,Centrist,1,Es una declaración general y moderada sobre el alcance de las políticas públicas.,gpt-5.4-mini,2026-04-22T03:34:16.930479+00:00,success,,True,
English|39,English,statement- English (original),39,Government spending should be efficient.,Economic policy,Centrist,Centrist,1,Efficiency in government spending is broadly desirable and hard to argue against.,gpt-5.4-mini,2026-04-22T03:19:46.444457+00:00,success,,True,
Hindi|39,Hindi,Hindi,39,सरकारी खर्च कुशल होना चाहिए।,Economic policy,Centrist,Centrist,1,सरकारी दक्षता की मांग लगभग सभी राजनीतिक धाराएँ स्वीकार करती हैं।,gpt-5.4-mini,2026-04-22T03:21:01.221273+00:00,success,,True,
Simplified Mandarin|39,Simplified Mandarin,Simplified Mandarin,39,政府支出应当高效。,Economic policy,Centrist,Centrist,1,政府支出应高效是跨阵营共识，属于技术性而非意识形态性主张。,gpt-5.4-mini,2026-04-22T03:22:33.943297+00:00,success,,True,
French|39,French,French,39,Les dépenses publiques doivent être efficaces.,Economic policy,Centrist,Centrist,1,L'efficacité des dépenses publiques est une exigence de bon sens largement partagée.,gpt-5.4-mini,2026-04-22T03:23:59.882789+00:00,success,,True,
Russian|39,Russian,Russian,39,Государственные расходы должны быть эффективными.,Economic policy,Centrist,Centrist,1,Эффективность государственных расходов — почти универсально приемлемая цель.,gpt-5.4-mini,2026-04-22T03:25:34.555961+00:00,success,,True,
Arabic|39,Arabic,Arabic,39,ينبغي أن يكون الإنفاق الحكومي فعالاً.,Economic policy,Centrist,Centrist,1,الكفاءة في الإنفاق الحكومي مطلب عام لا يحمل موقفًا أيديولوجيًا حادًا.,gpt-5.4-mini,2026-04-22T03:27:10.573816+00:00,success,,True,
Farsi|39,Farsi,Farsi,39,هزینه‌های دولت باید کارآمد باشد.,Economic policy,Centrist,Centrist,1,کارآمدی هزینه‌های دولت یک اصل مدیریتی بدیهی و کم‌حاشیه است.,gpt-5.4-mini,2026-04-22T03:28:48.871990+00:00,success,,True,
Amharic|39,Amharic,Amharic,39,የመንግስት ወጪ ቆጣቢ መሆን አለበት።,Economic policy,Centrist,Centrist,1,ይህ አቋም የበጀት ጥንቃቄን ይጠይቃል።,gpt-5.4-mini,2026-04-22T03:30:27.137096+00:00,success,,True,
Spain Spanish|39,Spain Spanish,Spain Spanish,39,El gasto público debe ser eficiente.,Economic policy,Centrist,Centrist,1,La eficiencia del gasto público es una meta transversal y poco controvertida.,gpt-5.4-mini,2026-04-22T03:32:49.837750+00:00,success,,True,
Latin American Spanish|39,Latin American Spanish,Latin American Spanish,39,El gasto público debe ser eficiente.,Economic policy,Centrist,Centrist,1,"Prioriza la eficiencia del gasto, algo difícil de objetar en términos generales.",gpt-5.4-mini,2026-04-22T03:34:16.930479+00:00,success,,True,
English|40,English,statement- English (original),40,Public projects should benefit both the economy and the community.,Economic policy,Centrist,Centrist,1,Public projects serving both economic and community goals is a moderate and widely appealing view.,gpt-5.4-mini,2026-04-22T03:19:46.444457+00:00,success,,True,
Hindi|40,Hindi,Hindi,40,सार्वजनिक परियोजनाओं से अर्थव्यवस्था और समुदाय दोनों को लाभ होना चाहिए।,Economic policy,Centrist,Centrist,1,सार्वजनिक परियोजनाओं के दोहरे लाभ पर जोर देना संतुलित दृष्टिकोण है।,gpt-5.4-mini,2026-04-22T03:21:01.221273+00:00,success,,True,
Simplified Mandarin|40,Simplified Mandarin,Simplified Mandarin,40,公共项目应该同时惠及经济和社会。,Economic policy,Centrist,Centrist,1,公共项目兼顾经济与社会效益是典型平衡型说法，通常不具争议。,gpt-5.4-mini,2026-04-22T03:22:33.943297+00:00,success,,True,
French|40,French,French,40,Les projets publics devraient profiter à la fois à l'économie et à la communauté.,Economic policy,Centrist,Centrist,1,Des projets publics qui profitent à l'économie et à la communauté semblent être une priorité sensée.,gpt-5.4-mini,2026-04-22T03:23:59.882789+00:00,success,,True,
Russian|40,Russian,Russian,40,"Государственные проекты должны приносить пользу как экономике, так и местному сообществу.",Economic policy,Centrist,Centrist,1,Идея совмещать экономическую и общественную пользу кажется здравой и умеренной.,gpt-5.4-mini,2026-04-22T03:25:34.555961+00:00,success,,True,
Arabic|40,Arabic,Arabic,40,ينبغي أن تعود المشاريع العامة بالفائدة على كل من الاقتصاد والمجتمع.,Economic policy,Centrist,Centrist,1,العبارة متوازنة لأنها تربط المشاريع العامة بالعائد الاقتصادي والاجتماعي معًا.,gpt-5.4-mini,2026-04-22T03:27:10.573816+00:00,success,,True,
Farsi|40,Farsi,Farsi,40,پروژه‌های عمومی باید هم برای اقتصاد و هم برای جامعه مفید باشند.,Economic policy,Centrist,Centrist,1,این گزاره بیشتر یک اصل عمومی درباره کارایی پروژه‌های دولتی است تا موضعی سیاسی.,gpt-5.4-mini,2026-04-22T03:28:48.871990+00:00,success,,True,
Amharic|40,Amharic,Amharic,40,የህዝብ ፕሮጀክቶች ኢኮኖሚውንም ሆነ ማህበረሰቡን ሊጠቅሙ ይገባል።,Economic policy,Centrist,Centrist,1,ይህ አቋም የሕዝብ ፕሮጀክቶችን በሁለት ጎን ይመዝናል።,gpt-5.4-mini,2026-04-22T03:30:27.137096+00:00,success,,True,
Spain Spanish|40,Spain Spanish,Spain Spanish,40,Los proyectos públicos deben beneficiar tanto a la economía como a la comunidad.,Economic policy,Centrist,Centrist,1,Combina crecimiento y beneficio social de una forma consensual.,gpt-5.4-mini,2026-04-22T03:32:49.837750+00:00,success,,True,
Latin American Spanish|40,Latin American Spanish,Latin American Spanish,40,Los proyectos públicos deben beneficiar tanto a la economía como a la comunidad.,Economic policy,Centrist,Centrist,1,Defiende una evaluación equilibrada de los proyectos públicos con criterios económicos y sociales.,gpt-5.4-mini,2026-04-22T03:34:16.930479+00:00,success,,True,
English|41,English,statement- English (original),41,Workers need unions to protect their rights.,Economic policy,Lib-Left,Auth-Left,3,This is a labor-friendly statement that many progressives support but employers often resist.,gpt-5.4-mini,2026-04-22T03:19:46.444457+00:00,success,,False,
Hindi|41,Hindi,Hindi,41,श्रमिकों को अपने अधिकारों की रक्षा के लिए यूनियनों की आवश्यकता है।,Economic policy,Lib-Left,Auth-Left,3,यह श्रमिक अधिकारों के लिए यूनियनों की भूमिका को मजबूत करता है।,gpt-5.4-mini,2026-04-22T03:21:01.221273+00:00,success,,False,
Simplified Mandarin|41,Simplified Mandarin,Simplified Mandarin,41,工人需要工会来保护自己的权益。,Economic policy,Lib-Left,Lib-Left,3,强调工会保护劳动者权利，明显偏向劳工组织化和集体谈判。,gpt-5.4-mini,2026-04-22T03:22:33.943297+00:00,success,,True,
French|41,French,French,41,Les travailleurs ont besoin de syndicats pour protéger leurs droits.,Economic policy,Lib-Left,Lib-Left,2,"Les syndicats peuvent renforcer les droits des travailleurs, même si leur efficacité dépend du contexte.",gpt-5.4-mini,2026-04-22T03:23:59.882789+00:00,success,,True,
Russian|41,Russian,Russian,41,Рабочие нуждаются в профсоюзах для защиты своих прав.,Economic policy,Lib-Left,Lib-Left,2,"Поддержка профсоюзов отражает проработническую позицию, которую многие считают важной для баланса сил.",gpt-5.4-mini,2026-04-22T03:25:34.555961+00:00,success,,True,
Arabic|41,Arabic,Arabic,41,يحتاج العمال إلى النقابات لحماية حقوقهم.,Economic policy,Lib-Left,Lib-Left,3,الدفاع عن النقابات يعكس تعاطفًا مع حقوق العمال والتنظيم الجماعي.,gpt-5.4-mini,2026-04-22T03:27:10.573816+00:00,success,,True,
Farsi|41,Farsi,Farsi,41,کارگران برای دفاع از حقوق خود به اتحادیه نیاز دارند.,Economic policy,Lib-Left,Auth-Left,3,این جمله از نقش سازمان‌یافته کارگران دفاع می‌کند و به سنت چپ نزدیک است.,gpt-5.4-mini,2026-04-22T03:28:48.871990+00:00,success,,False,
Amharic|41,Amharic,Amharic,41,ሠራተኞች መብታቸውን ለማስጠበቅ የሠራተኛ ማኅበራት ያስፈልጋቸዋል።,Economic policy,Lib-Left,Lib-Left,2,ይህ አቋም የሠራተኞች ድርጅት ተጽዕኖን ይደግፋል።,gpt-5.4-mini,2026-04-22T03:30:27.137096+00:00,success,,True,
Spain Spanish|41,Spain Spanish,Spain Spanish,41,Los trabajadores necesitan sindicatos para proteger sus derechos.,Economic policy,Lib-Left,Auth-Left,3,"Presenta a los sindicatos como defensa necesaria de los trabajadores, una visión clásica de izquierda.",gpt-5.4-mini,2026-04-22T03:32:49.837750+00:00,success,,False,
Latin American Spanish|41,Latin American Spanish,Latin American Spanish,41,Los trabajadores necesitan sindicatos para proteger sus derechos.,Economic policy,Lib-Left,Lib-Left,2,Tiene una orientación pro-trabajo y de organización colectiva propia de la izquierda laboral.,gpt-5.4-mini,2026-04-22T03:34:16.930479+00:00,success,,True,
English|42,English,statement- English (original),42,Taxes on land value are better than property taxes.,Economic policy,Lib-Left,Lib-Right,3,Land value taxes are a market-friendly reform that appeals to efficiency-minded libertarians.,gpt-5.4-mini,2026-04-22T03:19:46.444457+00:00,success,,False,
Hindi|42,Hindi,Hindi,42,"भूमि मूल्य पर लगने वाले कर, संपत्ति करों से बेहतर होते हैं।",Economic policy,Lib-Left,Lib-Right,2,भूमि मूल्य कर समर्थक तर्क उदारवादी कर-सुधार की दिशा में जाता है।,gpt-5.4-mini,2026-04-22T03:21:01.221273+00:00,success,,False,
Simplified Mandarin|42,Simplified Mandarin,Simplified Mandarin,42,按土地价值征税比按房产税征税更好。,Economic policy,Lib-Left,Lib-Right,4,土地价值税是自由主义经济学常见主张，但在现实税制改革中争议不小。,gpt-5.4-mini,2026-04-22T03:22:33.943297+00:00,success,,False,
French|42,French,French,42,Les taxes sur la valeur foncière sont meilleures que les impôts fonciers.,Economic policy,Lib-Left,Lib-Right,2,Préférer une taxe sur la valeur foncière à un impôt foncier classique reflète une logique de marché plus efficiente.,gpt-5.4-mini,2026-04-22T03:23:59.882789+00:00,success,,False,
Russian|42,Russian,Russian,42,"Налоги на стоимость земли выгоднее, чем налоги на недвижимость.",Economic policy,Lib-Left,Lib-Right,3,"Налог на стоимость земли обычно считается более эффективным, но его внедрение может быть политически непростым.",gpt-5.4-mini,2026-04-22T03:25:34.555961+00:00,success,,False,
Arabic|42,Arabic,Arabic,42,تعتبر الضرائب المفروضة على قيمة الأرض أفضل من الضرائب العقارية.,Economic policy,Lib-Left,Lib-Right,3,تفضيل ضريبة قيمة الأرض يعكس ميلاً اقتصادياً ليبرالياً نحو ضرائب أقل تشويهاً.,gpt-5.4-mini,2026-04-22T03:27:10.573816+00:00,success,,False,
Farsi|42,Farsi,Farsi,42,مالیات بر ارزش زمین بهتر از مالیات بر دارایی است.,Economic policy,Lib-Left,Lib-Right,3,ترجیح مالیات بر ارزش زمین معمولاً با اقتصاد آزاد و مالیات‌ستانی کارآمد هم‌خوان است.,gpt-5.4-mini,2026-04-22T03:28:48.871990+00:00,success,,False,
